25
0,0,10035.91
0,5,10000.00
0,10,10000.00
0,15,10000.00
0,20,10000.00
1,1,10236.63
1,5,10000.00
1,10,10000.00
1,15,10000.00
1,20,10000.00
2,2,10437.35
2,5,10000.00
2,10,10000.00
2,15,10000.00
2,20,10000.00
3,3,10638.07
3,5,10000.00
3,10,10000.00
3,15,10000.00
3,20,10000.00
4,4,10838.79
4,5,10000.00
4,10,10000.00
4,15,10000.00
4,20,10000.00
5,0,10000.00
5,1,10000.00
5,2,10000.00
5,3,10000.00
5,4,10000.00
5,5,8655.23
5,10,10000.00
5,15,10000.00
5,20,10000.00
6,6,8828.33
7,7,9001.44
8,8,9174.54
9,9,9347.65
10,0,10000.00
10,1,10000.00
10,2,10000.00
10,3,10000.00
10,4,10000.00
10,5,10000.00
10,10,8547.33
10,15,10000.00
10,20,10000.00
11,11,8718.28
12,12,8889.22
13,13,9060.17
14,14,9231.12
15,0,10000.00
15,1,10000.00
15,2,10000.00
15,3,10000.00
15,4,10000.00
15,5,10000.00
15,10,10000.00
15,15,7729.46
15,20,10000.00
16,16,7884.04
17,17,8038.63
18,18,8193.22
19,19,8347.81
20,0,10000.00
20,1,10000.00
20,2,10000.00
20,3,10000.00
20,4,10000.00
20,5,10000.00
20,10,10000.00
20,15,10000.00
20,20,15151.09
21,21,15454.11
22,22,15757.13
23,23,16060.15
24,24,16363.17
