25
7,3,10000.00
7,4,10000.00
7,7,20509.06
7,12,10000.00
7,13,10000.00
7,14,10000.00
7,16,10000.00
7,17,10000.00
7,18,10000.00
7,19,10000.00
7,21,10000.00
7,22,10000.00
7,23,10000.00
7,24,10000.00
8,0,10000.00
8,1,10000.00
8,2,10000.00
8,3,10000.00
8,4,10000.00
8,8,7904.60
8,10,10000.00
8,11,10000.00
8,12,10000.00
8,13,10000.00
8,14,10000.00
8,16,10000.00
8,17,10000.00
8,18,10000.00
8,19,10000.00
8,21,10000.00
8,23,10000.00
8,24,10000.00
9,0,10000.00
9,1,10000.00
9,2,10000.00
9,3,10000.00
9,4,10000.00
9,9,8770.84
9,10,10000.00
9,11,10000.00
9,12,10000.00
9,13,10000.00
9,14,10000.00
9,16,10000.00
9,17,10000.00
9,18,10000.00
9,19,10000.00
9,21,10000.00
9,23,10000.00
9,24,10000.00
10,1,10000.00
10,3,10000.00
10,4,10000.00
10,6,10000.00
10,8,10000.00
10,9,10000.00
10,10,11111.53
10,16,10000.00
10,21,10000.00
11,0,10000.00
11,1,10000.00
11,2,10000.00
11,3,10000.00
11,4,10000.00
11,6,10000.00
11,8,10000.00
11,9,10000.00
11,11,13549.34
11,16,10000.00
11,21,10000.00
12,0,10000.00
12,1,10000.00
12,2,10000.00
12,3,10000.00
12,4,10000.00
12,5,10000.00
12,6,10000.00
12,7,10000.00
12,8,10000.00
12,9,10000.00
12,12,21725.37
12,16,10000.00
12,17,10000.00
12,19,10000.00
12,21,10000.00
12,22,10000.00
12,24,10000.00
13,1,10000.00
13,3,10000.00
13,4,10000.00
13,5,10000.00
13,6,10000.00
13,7,10000.00
13,8,10000.00
13,9,10000.00
13,13,9406.85
13,16,10000.00
13,18,10000.00
13,21,10000.00
13,23,10000.00
14,0,10000.00
14,1,10000.00
14,2,10000.00
14,3,10000.00
14,4,10000.00
14,5,10000.00
14,6,10000.00
14,7,10000.00
14,8,10000.00
14,9,10000.00
14,14,7062.34
14,16,10000.00
14,17,10000.00
14,19,10000.00
14,21,10000.00
14,24,10000.00
15,15,7729.46
16,0,10000.00
16,1,10000.00
16,2,10000.00
16,3,10000.00
16,4,10000.00
16,5,10000.00
16,6,10000.00
16,7,10000.00
16,8,10000.00
16,9,10000.00
16,10,10000.00
16,11,10000.00
16,12,10000.00
16,13,10000.00
16,14,10000.00
16,16,14395.18
16,21,10000.00
16,23,10000.00
17,0,10000.00
17,1,10000.00
17,2,10000.00
17,3,10000.00
17,4,10000.00
17,5,10000.00
17,6,10000.00
17,7,10000.00
17,8,10000.00
17,9,10000.00
17,12,10000.00
17,14,10000.00
17,17,27149.89
17,22,10000.00
17,24,10000.00
18,1,10000.00
18,5,10000.00
18,6,10000.00
18,7,10000.00
18,8,10000.00
18,9,10000.00
18,13,10000.00
18,18,7867.36
18,21,10000.00
18,23,10000.00
19,0,10000.00
19,1,10000.00
19,2,10000.00
19,3,10000.00
19,4,10000.00
19,5,10000.00
19,6,10000.00
19,7,10000.00
19,8,10000.00
19,9,10000.00
19,12,10000.00
19,14,10000.00
19,19,10366.20
19,24,10000.00
20,20,17423.75
21,0,10000.00
21,1,10000.00
21,2,10000.00
21,3,10000.00
21,4,10000.00
21,5,10000.00
21,6,10000.00
21,7,10000.00
21,8,10000.00
21,9,10000.00
21,10,10000.00
21,11,10000.00
21,12,10000.00
21,13,10000.00
21,14,10000.00
21,16,10000.00
21,18,10000.00
21,21,22515.07
22,0,10000.00
22,1,10000.00
22,2,10000.00
22,3,10000.00
22,4,10000.00
22,7,10000.00
22,12,10000.00
22,17,10000.00
22,22,13552.82
23,1,10000.00
23,5,10000.00
23,6,10000.00
23,7,10000.00
23,8,10000.00
23,9,10000.00
23,13,10000.00
23,16,10000.00
23,18,10000.00
23,23,15991.91
24,0,10000.00
24,1,10000.00
24,2,10000.00
24,3,10000.00
24,4,10000.00
24,5,10000.00
24,6,10000.00
24,7,10000.00
24,8,10000.00
24,9,10000.00
24,12,10000.00
24,14,10000.00
24,17,10000.00
24,19,10000.00
24,24,15151.50
